"HAGRID","Kingdom","Phylum","Class","Order","Family","Genus","Species","Common.name","Maximum.longevity.yrs","Body.mass.g","Metabolic.rate","Temperature"
225,"Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Gyps","africanus","White-backed vulture",19.7,NA,NA,NA
226,"Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Gyps","bengalensis","Bengal vulture",NA,NA,NA,NA
227,"Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Gyps","fulvus","Eurasian griffon",41.4,NA,NA,NA
228,"Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Haliaeetus","albicilla","White-tailed sea-eagle",42,NA,NA,NA
229,"Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Haliaeetus","leucocephalus","Bald eagle",48,NA,NA,NA
230,"Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Harpia","harpyja","Harpy eagle",16.8,NA,NA,NA
231,"Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Harpyopsis","novaeguineae","New Guinea eagle",30,NA,NA,NA
232,"Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Hieraaetus","morphnoides","Little eagle",10.3,NA,NA,NA
233,"Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Ictinia","mississippiensis","Mississippi kite",11.2,NA,NA,NA
234,"Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Kaupifalco","monogrammicus","Lizard buzzard",8.6,NA,NA,NA
235,"Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Lophoictinia","isura","Square-tailed kite",17,NA,NA,NA
236,"Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Milvus","migrans","Black kite",24,NA,NA,NA
237,"Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Milvus","milvus","Red kite",38,NA,NA,NA
238,"Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Neophron","percnopterus","Egyptian vulture",37,NA,NA,NA
239,"Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Parabuteo","unicinctus","Harris's hawk",25,NA,NA,NA
240,"Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Pernis","apivorus","Western honey-buzzard",29,652,2.36428,NA
241,"Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Pithecophaga","jefferyi","Philippine eagle",41,NA,NA,NA
242,"Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Rostrhamus","sociabilis","Snail kite",17,NA,NA,NA
243,"Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Terathopius","ecaudatus","Bateleur",55,NA,NA,NA
244,"Animalia","Chordata","Aves","Accipitriformes","Cathartidae","Cathartes","aura","Turkey vulture",20.8,NA,NA,NA
245,"Animalia","Chordata","Aves","Accipitriformes","Cathartidae","Coragyps","atratus","Black vulture",25.5,NA,NA,NA
246,"Animalia","Chordata","Aves","Accipitriformes","Cathartidae","Gymnogyps","californianus","California condor",45,NA,NA,NA
247,"Animalia","Chordata","Aves","Accipitriformes","Cathartidae","Sarcoramphus","papa","King vulture",40,NA,NA,NA
248,"Animalia","Chordata","Aves","Accipitriformes","Cathartidae","Vultur","gryphus","Andean condor",79,NA,NA,NA
249,"Animalia","Chordata","Aves","Accipitriformes","Pandionidae","Pandion","haliaetus","Osprey",32,NA,NA,NA
250,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Aix","galericulata","Mandarin duck",10.4,NA,NA,NA
251,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Aix","sponsa","Wood duck",22.5,448,2.247,NA
252,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Alopochen","aegyptiaca","Egyptian goose",25.5,NA,NA,NA
253,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas","acuta","Northern pintail",27.4,NA,NA,NA
254,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas","americana","American wigeon",21.3,NA,NA,NA
255,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas","bahamensis","White-cheeked pintail",NA,NA,NA,NA
256,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas","clypeata","Northern shoveler",22.6,554,3.9209,NA
257,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas","crecca","Green-winged teal",27.1,250,1.68388,NA
258,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas","cyanoptera","Cinnamon teal",12.9,NA,NA,NA
259,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas","discors","Blue-winged teal",23.2,NA,NA,NA
260,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas","fulvigula","Mottled duck",20,NA,NA,NA
261,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas","laysanensis","Laysan duck",12,NA,NA,NA
262,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas","penelope","Eurasian wigeon",35.2,723,2.8538,NA
263,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas","platyrhynchos","Mallard",29.1,1020,4.068,NA
264,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas","querquedula","Garganey",14.7,NA,NA,NA
265,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas","rubripes","American black duck",26.6,904,3.6076,NA
266,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas","strepera","Gadwall",28,NA,NA,NA
267,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Anser","albifrons","Greater white-fronted goose",47,NA,NA,NA
268,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Anser","anser","Greylag goose",31,NA,NA,NA
269,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Anser","brachyrhynchus","Pink-footed goose",40.9,NA,NA,NA
270,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Anser","fabalis","Bean goose",25.6,NA,NA,NA
271,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Aythya","affinis","Lesser scaup",18.3,NA,NA,NA
272,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Aythya","americana","Redhead",22.6,NA,NA,NA
273,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Aythya","collaris","Ring-necked duck",20.4,NA,NA,NA
274,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Aythya","ferina","Common pochard",23.2,NA,NA,NA
275,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Aythya","fuligula","Tufted duck",45.2,NA,NA,NA
276,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Aythya","marila","Greater scaup",22.1,NA,NA,NA
277,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Aythya","valisineria","Canvasback",29.5,NA,NA,NA
278,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Branta","bernicla","Brent goose",28.8,NA,NA,NA
279,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Branta","canadensis","Canada goose",42,NA,NA,NA
280,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Branta","hutchinsii","Cackling goose",18.3,NA,NA,NA
281,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Branta","leucopsis","Barnacle goose",28.2,NA,NA,NA
282,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Branta","sandvicensis","Hawaiian goose",42,NA,NA,NA
283,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Bucephala","albeola","Bufflehead",18.7,NA,NA,NA
284,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Bucephala","clangula","Common goldeneye",18.4,NA,NA,NA
285,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Bucephala","islandica","Barrow's goldeneye",18,NA,NA,NA
286,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Callonetta","leucophrys","Ringed teal",NA,NA,NA,NA
287,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Cereopsis","novaehollandiae","Cape barren goose",28.1,NA,NA,NA
288,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Chen","caerulescens","Snow goose",27.5,NA,NA,NA
289,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Chen","canagica","Emperor goose",12,NA,NA,NA
290,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Chen","rossii","Ross's goose",22.5,NA,NA,NA
291,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Clangula","hyemalis","Oldsquaw",22.7,NA,NA,NA
292,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Cygnus","atratus","Black swan",NA,NA,NA,NA
293,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Cygnus","buccinator","Trumpeter swan",32.5,NA,NA,NA
294,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Cygnus","columbianus","Tundra swan",24.1,NA,NA,NA
295,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Cygnus","cygnus","Whooper swan",26.5,NA,NA,NA
296,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Cygnus","olor","Mute swan",70,NA,NA,NA
297,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Dendrocygna","autumnalis","Black-bellied whistling duck",8.2,NA,NA,NA
298,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Dendrocygna","bicolor","Fulvous whistling duck",11.2,NA,NA,NA
299,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Dendrocygna","viduata","White-faced whistling duck",12,NA,NA,NA
300,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Histrionicus","histrionicus","Harlequin duck",14.6,NA,NA,NA
301,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Lophodytes","cucullatus","Hooded merganser",15.7,NA,NA,NA
302,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Melanitta","fusca","White-winged scoter",21.4,NA,NA,NA
303,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Melanitta","nigra","Black scoter",16.8,NA,NA,NA
304,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Melanitta","perspicillata","Surf scoter",9.5,NA,NA,NA
305,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Mergellus","albellus","Smew",10,NA,NA,NA
306,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Mergus","merganser","Common merganser",14.8,NA,NA,NA
307,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Mergus","serrator","Red-breasted merganser",21.3,NA,NA,NA
308,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Netta","rufina","Red-crested pochard",8.8,NA,NA,NA
309,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura","australis","Blue-billed duck",16,NA,NA,NA
310,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura","jamaicensis","Ruddy duck",13.6,NA,NA,NA
311,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Plectropterus","gambensis","Spur-winged goose",11.3,NA,NA,NA
312,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Polysticta","stelleri","Steller's eider",23,NA,NA,NA
313,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Somateria","fischeri","Spectacled eider",18,NA,NA,NA
314,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Somateria","mollissima","Common eider",37.8,NA,NA,NA
315,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Somateria","spectabilis","King eider",18.9,NA,NA,NA
316,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Tadorna","tadorna","Common shelduck",24.8,NA,NA,NA
317,"Animalia","Chordata","Aves","Apodiformes","Apodidae","Aeronautes","saxatalis","White-throated swift",10,NA,NA,NA
318,"Animalia","Chordata","Aves","Apodiformes","Apodidae","Apus","apus","Common swift",21.1,44.9,0.4372,NA
319,"Animalia","Chordata","Aves","Apodiformes","Apodidae","Apus","melba","Alpine swift",26,NA,NA,NA
320,"Animalia","Chordata","Aves","Apodiformes","Apodidae","Chaetura","pelagica","Chimney swift",15,NA,NA,NA
321,"Animalia","Chordata","Aves","Apodiformes","Apodidae","Chaetura","vauxi","Vaux's swift",NA,NA,NA,NA
322,"Animalia","Chordata","Aves","Apodiformes","Apodidae","Cypseloides","niger","Black swift",16.1,NA,NA,NA
323,"Animalia","Chordata","Aves","Apodiformes","Trochilidae","Amazilia","violiceps","Violet-crowned hummingbird",6.1,NA,NA,NA
324,"Animalia","Chordata","Aves","Apodiformes","Trochilidae","Amazilia","yucatanensis","Buff-bellied hummingbird",11.2,NA,NA,NA
325,"Animalia","Chordata","Aves","Apodiformes","Trochilidae","Archilochus","alexandri","Black-chinned hummingbird",11.2,NA,NA,NA
326,"Animalia","Chordata","Aves","Apodiformes","Trochilidae","Archilochus","colubris","Ruby-throated hummingbird",9.1,3.2,0.07832,NA
327,"Animalia","Chordata","Aves","Apodiformes","Trochilidae","Calothorax","lucifer","Lucifer hummingbird",4.1,NA,NA,NA
328,"Animalia","Chordata","Aves","Apodiformes","Trochilidae","Calypte","anna","Anna's hummingbird",8.5,4.8,0.1175,NA
329,"Animalia","Chordata","Aves","Apodiformes","Trochilidae","Calypte","costae","Costa's hummingbird",6,NA,NA,NA
330,"Animalia","Chordata","Aves","Apodiformes","Trochilidae","Cynanthus","latirostris","Broad-billed hummingbird",8.8,NA,NA,NA
331,"Animalia","Chordata","Aves","Apodiformes","Trochilidae","Eugenes","fulgens","Magnificent hummingbird",11,NA,NA,NA
332,"Animalia","Chordata","Aves","Apodiformes","Trochilidae","Lampornis","clemenciae","Blue-throated hummingbird",12,NA,NA,NA
333,"Animalia","Chordata","Aves","Apodiformes","Trochilidae","Lamprolaima","rhami","Garnet-throated hummingbird",8,NA,NA,NA
334,"Animalia","Chordata","Aves","Apodiformes","Trochilidae","Selasphorus","platycercus","Broad-tailed hummingbird",14,NA,NA,NA
335,"Animalia","Chordata","Aves","Apodiformes","Trochilidae","Selasphorus","rufus","Rufous hummingbird",8.9,3.8,0.06853,NA
336,"Animalia","Chordata","Aves","Apodiformes","Trochilidae","Selasphorus","sasin","Allen's hummingbird",NA,3.7,0.06853,NA
337,"Animalia","Chordata","Aves","Apodiformes","Trochilidae","Stellula","calliope","Calliope hummingbird",7,3,0.06853,NA
338,"Animalia","Chordata","Aves","Apterygiformes","Apterygidae","Apteryx","australis","Brown kiwi",35,2380,4.029,NA
339,"Animalia","Chordata","Aves","Bucerotiformes","Bucerotidae","Buceros","bicornis","Great hornbill",33.4,NA,NA,NA
340,"Animalia","Chordata","Aves","Bucerotiformes","Bucerotidae","Bycanistes","subcylindricus","Grey-cheeked hornbill",31.8,NA,NA,NA
341,"Animalia","Chordata","Aves","Bucerotiformes","Bucerotidae","Ceratogymna","atrata","Black-casqued hornbill",19.3,NA,NA,NA
342,"Animalia","Chordata","Aves","Bucerotiformes","Bucorvidae","Bucorvus","leadbeateri","Southern ground hornbill",70,NA,NA,NA
343,"Animalia","Chordata","Aves","Bucerotiformes","Upupidae","Upupa","epops","Eurasian hoopoe",11.1,NA,NA,NA
344,"Animalia","Chordata","Aves","Caprimulgiformes","Caprimulgidae","Caprimulgus","carolinensis","Chuck-will's-widow",14.8,NA,NA,NA
345,"Animalia","Chordata","Aves","Caprimulgiformes","Caprimulgidae","Caprimulgus","europaeus","Eurasian nightjar",11.9,NA,NA,NA
346,"Animalia","Chordata","Aves","Caprimulgiformes","Caprimulgidae","Caprimulgus","ruficollis","Red-necked nightjar",13.2,NA,NA,NA
347,"Animalia","Chordata","Aves","Caprimulgiformes","Caprimulgidae","Caprimulgus","vociferus","Whip-poor-will",15,NA,NA,NA
348,"Animalia","Chordata","Aves","Caprimulgiformes","Caprimulgidae","Chordeiles","minor","Common nighthawk",10,72,0.4421,NA
349,"Animalia","Chordata","Aves","Caprimulgiformes","Caprimulgidae","Phalaenoptilus","nuttallii","Common poorwill",NA,35,0.1566,NA
350,"Animalia","Chordata","Aves","Casuariiformes","Casuariidae","Casuarius","bennetti","Dwarf cassowary",26,NA,NA,NA
351,"Animalia","Chordata","Aves","Casuariiformes","Casuariidae","Casuarius","casuarius","Southern cassowary",30,NA,NA,NA
352,"Animalia","Chordata","Aves","Casuariiformes","Casuariidae","Casuarius","unappendiculatus","Northern cassowary",22,NA,NA,NA
353,"Animalia","Chordata","Aves","Casuariiformes","Dromaiidae","Dromaius","novaehollandiae","Emu",16.6,NA,NA,NA
354,"Animalia","Chordata","Aves","Charadriiformes","Alcidae","Aethia","cristatella","Crested auklet",10.8,NA,NA,NA
355,"Animalia","Chordata","Aves","Charadriiformes","Alcidae","Aethia","pusilla","Least auklet",8.1,NA,NA,NA
356,"Animalia","Chordata","Aves","Charadriiformes","Alcidae","Aethia","pygmaea","Whiskered auklet",15,NA,NA,NA
357,"Animalia","Chordata","Aves","Charadriiformes","Alcidae","Alca","torda","Razorbill",42,NA,NA,NA
358,"Animalia","Chordata","Aves","Charadriiformes","Alcidae","Brachyramphus","marmoratus","Marbled murrelet",10,NA,NA,NA
359,"Animalia","Chordata","Aves","Charadriiformes","Alcidae","Cepphus","columba","Pigeon guillemot",15.2,NA,NA,NA
360,"Animalia","Chordata","Aves","Charadriiformes","Alcidae","Cepphus","grylle","Black guillemot",29.9,NA,NA,NA
361,"Animalia","Chordata","Aves","Charadriiformes","Alcidae","Cerorhinca","monocerata","Rhinoceros auklet",28.2,NA,NA,NA
362,"Animalia","Chordata","Aves","Charadriiformes","Alcidae","Fratercula","arctica","Atlantic puffin",40.8,NA,NA,NA
363,"Animalia","Chordata","Aves","Charadriiformes","Alcidae","Ptychoramphus","aleuticus","Cassin's auklet",16.2,NA,NA,NA
364,"Animalia","Chordata","Aves","Charadriiformes","Alcidae","Synthliboramphus","antiquus","Ancient murrelet",NA,NA,NA,NA
365,"Animalia","Chordata","Aves","Charadriiformes","Alcidae","Synthliboramphus","hypoleucus","Xantus' murrelet",15,NA,NA,NA
366,"Animalia","Chordata","Aves","Charadriiformes","Alcidae","Uria","aalge","Common murre",42.8,956,6.8224,NA
367,"Animalia","Chordata","Aves","Charadriiformes","Alcidae","Uria","lomvia","Thick-billed murre",29,989,6.8224,NA
368,"Animalia","Chordata","Aves","Charadriiformes","Burhinidae","Burhinus","oedicnemus","Eurasian thick-knee",17.9,NA,NA,NA
369,"Animalia","Chordata","Aves","Charadriiformes","Charadriidae","Charadrius","alexandrinus","Snowy plover",19,NA,NA,NA
370,"Animalia","Chordata","Aves","Charadriiformes","Charadriidae","Charadrius","dubius","Little ringed plover",13,36,0.416,NA
371,"Animalia","Chordata","Aves","Charadriiformes","Charadriidae","Charadrius","hiaticula","Common ringed plover",20.8,NA,NA,NA
372,"Animalia","Chordata","Aves","Charadriiformes","Charadriidae","Charadrius","melodus","Piping plover",14,NA,NA,NA
373,"Animalia","Chordata","Aves","Charadriiformes","Charadriidae","Charadrius","montanus","Mountain plover",10,NA,NA,NA
374,"Animalia","Chordata","Aves","Charadriiformes","Charadriidae","Charadrius","morinellus","Eurasian dotterel",11.8,NA,NA,NA
375,"Animalia","Chordata","Aves","Charadriiformes","Charadriidae","Charadrius","semipalmatus","Semipalmated plover",9.2,NA,NA,NA
376,"Animalia","Chordata","Aves","Charadriiformes","Charadriidae","Charadrius","vociferus","Killdeer",10.9,NA,NA,NA
377,"Animalia","Chordata","Aves","Charadriiformes","Charadriidae","Pluvialis","apricaria","European golden-plover and greater golden-plover",12.8,NA,NA,NA
378,"Animalia","Chordata","Aves","Charadriiformes","Charadriidae","Pluvialis","dominica","American golden plover",13,NA,NA,NA
379,"Animalia","Chordata","Aves","Charadriiformes","Charadriidae","Pluvialis","fulva","Pacific golden-plover",21.3,NA,NA,NA
380,"Animalia","Chordata","Aves","Charadriiformes","Charadriidae","Pluvialis","squatarola","Black-bellied plover",25.6,NA,NA,NA
381,"Animalia","Chordata","Aves","Charadriiformes","Charadriidae","Vanellus","armatus","Blacksmith lapwing",18.6,NA,NA,NA
382,"Animalia","Chordata","Aves","Charadriiformes","Charadriidae","Vanellus","spinosus","Spur-winged lapwing",17,NA,NA,NA
383,"Animalia","Chordata","Aves","Charadriiformes","Charadriidae","Vanellus","vanellus","Northern lapwing",24.5,NA,NA,NA
384,"Animalia","Chordata","Aves","Charadriiformes","Haematopodidae","Haematopus","bachmani","Black oystercatcher",16,NA,NA,NA
385,"Animalia","Chordata","Aves","Charadriiformes","Haematopodidae","Haematopus","ostralegus","Eurasian oystercatcher",43.3,449,2.91,NA
386,"Animalia","Chordata","Aves","Charadriiformes","Haematopodidae","Haematopus","palliatus","American oystercatcher",17,NA,NA,NA
387,"Animalia","Chordata","Aves","Charadriiformes","Laridae","Anous","minutus","Black noddy",27.1,NA,NA,NA
388,"Animalia","Chordata","Aves","Charadriiformes","Laridae","Anous","stolidus","Noddy tern",26.2,138.7,0.788095,NA
389,"Animalia","Chordata","Aves","Charadriiformes","Laridae","Chlidonias","niger","Black tern",21,NA,NA,NA
